event_id,event_name,event_date,artist_name,artist_id,day
1379735,[CANCELLED] VØID: Venetian Snares & Big Lad vs Sly & The Family Drone,2020-06-17,Venetian Snares,venetiansnares,Wed
1396461,[CANCELLED] FABRICLIVE: Virus x 10 Years of 'Genesis Device' LP x Therapy Sessions,2020-05-29,Ed Rush,edrush,Fri
1396461,[CANCELLED] FABRICLIVE: Virus x 10 Years of 'Genesis Device' LP x Therapy Sessions,2020-05-29,Optical,optical,Fri
1396461,[CANCELLED] FABRICLIVE: Virus x 10 Years of 'Genesis Device' LP x Therapy Sessions,2020-05-29,Black Sun Empire,blacksunempire,Fri
1396461,[CANCELLED] FABRICLIVE: Virus x 10 Years of 'Genesis Device' LP x Therapy Sessions,2020-05-29,Prolix,prolix,Fri
1399335,[CANCELLED] FRRC by Ricardo Villalobos with Craig Richards B2B Sonja Moonear,2020-05-16,Ricardo Villalobos,ricardovillalobos,Sat
1399335,[CANCELLED] FRRC by Ricardo Villalobos with Craig Richards B2B Sonja Moonear,2020-05-16,Craig Richards,craigrichards,Sat
1399335,[CANCELLED] FRRC by Ricardo Villalobos with Craig Richards B2B Sonja Moonear,2020-05-16,Sonja Moonear,sonjamoonear,Sat
1399335,[CANCELLED] FRRC by Ricardo Villalobos with Craig Richards B2B Sonja Moonear,2020-05-16,Bobby.,bobby,Sat
1399335,[CANCELLED] FRRC by Ricardo Villalobos with Craig Richards B2B Sonja Moonear,2020-05-16,Voigtmann,voigtmann,Sat
1379724,[CANCELLED] VØID: Ulver & Vatican Shadow,2020-05-13,VØID,void,Wed
1379724,[CANCELLED] VØID: Ulver & Vatican Shadow,2020-05-13,Vatican Shadow,vaticanshadow,Wed
1403060,"[CANCELLED] fabric: Neon Chambers (Kangding Ray & Sigha), Rrose & More",2020-05-09,Neon Chambers,neonchambers,Sat
1403060,"[CANCELLED] fabric: Neon Chambers (Kangding Ray & Sigha), Rrose & More",2020-05-09,Kangding Ray,kangdingray,Sat
1403060,"[CANCELLED] fabric: Neon Chambers (Kangding Ray & Sigha), Rrose & More",2020-05-09,Sigha,sigha,Sat
1403060,"[CANCELLED] fabric: Neon Chambers (Kangding Ray & Sigha), Rrose & More",2020-05-09,Rrose,rrose,Sat
1403060,"[CANCELLED] fabric: Neon Chambers (Kangding Ray & Sigha), Rrose & More",2020-05-09,Faux Naif,fauxnaif,Sat
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Grooverider,grooverider,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Logan D,logand,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Majistrate,majistrate,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Mampi Swift,mampiswift,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Bryan Gee,bryangee,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,DJ Phantasy,djphantasy,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Critical Impact,criticalimpact,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Scoundrel,scoundrel,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Eksman,eksman,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Trigga,trigga,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,IC3,ic3,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Harry Shotta,harryshotta,Fri
1396460,[CANCELLED] FABRICLIVE: Escape2 Festival Takeover,2020-05-08,Funsta,funsta,Fri
1390589,"[CANCELLED] He.She.They 2nd Birthday with Eats Everything, La Fleur & Louisahhh",2020-05-02,Eats Everything,eatseverything,Sat
1390589,"[CANCELLED] He.She.They 2nd Birthday with Eats Everything, La Fleur & Louisahhh",2020-05-02,La Fleur,lafleur,Sat
1390589,"[CANCELLED] He.She.They 2nd Birthday with Eats Everything, La Fleur & Louisahhh",2020-05-02,Alinka,alinka,Sat
1390589,"[CANCELLED] He.She.They 2nd Birthday with Eats Everything, La Fleur & Louisahhh",2020-05-02,Syreeta,syreeta-uk,Sat
1390589,"[CANCELLED] He.She.They 2nd Birthday with Eats Everything, La Fleur & Louisahhh",2020-05-02,Louisahhh,louisahhh,Sat
1390589,"[CANCELLED] He.She.They 2nd Birthday with Eats Everything, La Fleur & Louisahhh",2020-05-02,Wax Wings,waxwings,Sat
1390589,"[CANCELLED] He.She.They 2nd Birthday with Eats Everything, La Fleur & Louisahhh",2020-05-02,Lewis G. Burton,lewisg-burton,Sat
1400058,"[CANCELLED] Forms x China White: Cinthie, Leo Pol (Live) & Sweely (Live)",2020-05-01,Cinthie,cinthie,Fri
1400058,"[CANCELLED] Forms x China White: Cinthie, Leo Pol (Live) & Sweely (Live)",2020-05-01,Leo Pol,leopol,Fri
1400058,"[CANCELLED] Forms x China White: Cinthie, Leo Pol (Live) & Sweely (Live)",2020-05-01,Sweely,sweely,Fri
1400058,"[CANCELLED] Forms x China White: Cinthie, Leo Pol (Live) & Sweely (Live)",2020-05-01,Sally C,sallyc,Fri
1400058,"[CANCELLED] Forms x China White: Cinthie, Leo Pol (Live) & Sweely (Live)",2020-05-01,Joe Corti,joecorti,Fri
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,ANOTR,anotr,Sun
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,Bassel Darwish,basseldarwish,Sun
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,Dennis Cruz,denniscruz,Sun
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,Eddy M,eddym,Sun
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,Michael Bibi,michaelbibi,Sun
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,PAWSA,pawsa,Sun
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,Ramin Rezaie,raminrezaie,Sun
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,Reelow,reelow,Sun
1397349,[CANCELLED] Solid. Grooves - 20 Hours Of Grooves - Part II fabric,2020-04-26,wAFF,waff,Sun
1380537,"[CANCELLED] Collisions: Craig Richards, Nicolas Lutz & 5 Years of Discobar",2020-04-25,Craig Richards,craigrichards,Sat
1380537,"[CANCELLED] Collisions: Craig Richards, Nicolas Lutz & 5 Years of Discobar",2020-04-25,Nicolas Lutz,nicolaslutz,Sat
1380537,"[CANCELLED] Collisions: Craig Richards, Nicolas Lutz & 5 Years of Discobar",2020-04-25,OMAR (UY),omar-uy,Sat
1380537,"[CANCELLED] Collisions: Craig Richards, Nicolas Lutz & 5 Years of Discobar",2020-04-25,Lamache,lamache,Sat
1380537,"[CANCELLED] Collisions: Craig Richards, Nicolas Lutz & 5 Years of Discobar",2020-04-25,Unai Trotti,unaitrotti,Sat
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Congo Natty,congonatty,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Neek,neek,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Kenny Ken,kennyken,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Ragga Twins,theraggatwins,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Commodo,commodo,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Cimm,cimm,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Deekline,deekline,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Serial Killaz,serialkillaz,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Benny Page,bennypage,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Sherry S,sherrys,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Navigator,navigator,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Cimm,cimm,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Cimm,cimm,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Sepia,sepia,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Trends,trends,Fri
1380531,"[CANCELLED] FABRICLIVE: Congo Natty, Kahn & Neek, Jungle Cakes & Cimm Presents",2020-04-24,Jammz,jammz,Fri
1380536,"[CANCELLED] fabric: 10 Years of Joseph Capriati, Randomer & Hodge",2020-04-18,Joseph Capriati,josephcapriati,Sat
1380536,"[CANCELLED] fabric: 10 Years of Joseph Capriati, Randomer & Hodge",2020-04-18,Hodge,hodge,Sat
1380536,"[CANCELLED] fabric: 10 Years of Joseph Capriati, Randomer & Hodge",2020-04-18,Randomer,randomer,Sat
1380536,"[CANCELLED] fabric: 10 Years of Joseph Capriati, Randomer & Hodge",2020-04-18,Hodge,hodge,Sat
1380536,"[CANCELLED] fabric: 10 Years of Joseph Capriati, Randomer & Hodge",2020-04-18,CCL,ccl,Sat
1380483,[CANCELLED] Forms: Pan-Pot (Extended Set),2020-04-17,Pan-Pot,pan-pot,Fri
1380483,[CANCELLED] Forms: Pan-Pot (Extended Set),2020-04-17,David Kochs,davidkochs,Fri
1390587,[CANCELLED] INFUSE Easter Sunday - Night,2020-04-12,Rossko,rossko,Sun
1390587,[CANCELLED] INFUSE Easter Sunday - Night,2020-04-12,Rich NxT,richnxt,Sun
1390587,[CANCELLED] INFUSE Easter Sunday - Night,2020-04-12,Ingi Visions,ingivisions,Sun
1390587,[CANCELLED] INFUSE Easter Sunday - Night,2020-04-12,Laidlaw,laidlaw-uk,Sun
1387461,[CANCELLED] fabric Easter Sunday: Amelie Lens (4 Hour Set) & Jay Clarke,2020-04-12,Amelie Lens,amelielens,Sun
1387461,[CANCELLED] fabric Easter Sunday: Amelie Lens (4 Hour Set) & Jay Clarke,2020-04-12,Jay Clarke,jayclarke,Sun
1380535,"[CANCELLED] fabric: Craig Richards, Seth Troxler & Ø [Phase]",2020-04-11,Craig Richards,craigrichards,Sat
1380535,"[CANCELLED] fabric: Craig Richards, Seth Troxler & Ø [Phase]",2020-04-11,Seth Troxler,sethtroxler,Sat
1380535,"[CANCELLED] fabric: Craig Richards, Seth Troxler & Ø [Phase]",2020-04-11,Ø [Phase],phase,Sat
1380535,"[CANCELLED] fabric: Craig Richards, Seth Troxler & Ø [Phase]",2020-04-11,Cleric,cleric,Sat
1380535,"[CANCELLED] fabric: Craig Richards, Seth Troxler & Ø [Phase]",2020-04-11,Tasha,tasha,Sat
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Skibadee,skibadee,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Bryan Gee,bryangee,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Critical Impact,criticalimpact,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Mollie Collins,molliecollins,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Sub Zero,subzero,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Uncle Dugs,uncledugs,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Skibadee,skibadee,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Eksman,eksman,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Harry Shotta,harryshotta,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,IC3,ic3,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Jason Kaye,jasonkaye,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Martin Larner,martinlarner,Fri
1380533,[CANCELLED] FABRICLIVE: Skibadee Presents,2020-04-10,Unit 3,unit3,Fri
1397996,"[CANCELLED] Shoom with Kevin Saunderson, Leftfield (DJ Set) & More",2020-04-09,Kevin Saunderson,kevinsaunderson,Thu
1397996,"[CANCELLED] Shoom with Kevin Saunderson, Leftfield (DJ Set) & More",2020-04-09,Leftfield,leftfield,Thu
1397996,"[CANCELLED] Shoom with Kevin Saunderson, Leftfield (DJ Set) & More",2020-04-09,Danny Rampling,dannyrampling,Thu
1400039,[CANCELLED] Sundays at fabric: SOLIS with Hamish & Toby and KRN,2020-04-05,Hamish & Toby,hamishtoby,Sun
1400039,[CANCELLED] Sundays at fabric: SOLIS with Hamish & Toby and KRN,2020-04-05,KRN,krn,Sun
1400039,[CANCELLED] Sundays at fabric: SOLIS with Hamish & Toby and KRN,2020-04-05,Iain Kemz,iainkemz,Sun
1400039,[CANCELLED] Sundays at fabric: SOLIS with Hamish & Toby and KRN,2020-04-05,Mylo Harvey,myloharvey,Sun
1380534,"[CANCELLED] fabric: tINI, Gene On Earth & Oshana (Live)",2020-04-04,tINI,tini,Sat
1380534,"[CANCELLED] fabric: tINI, Gene On Earth & Oshana (Live)",2020-04-04,Gene On Earth,geneonearth,Sat
1380534,"[CANCELLED] fabric: tINI, Gene On Earth & Oshana (Live)",2020-04-04,Oshana,oshana,Sat
1380534,"[CANCELLED] fabric: tINI, Gene On Earth & Oshana (Live)",2020-04-04,Nicky Macha,nickymacha,Sat
1380532,[CANCELLED] Forms x Do Not Sleep with Sidney Charles & Luuk Van Dijk,2020-04-03,Sidney Charles,sidneycharles,Fri
1380532,[CANCELLED] Forms x Do Not Sleep with Sidney Charles & Luuk Van Dijk,2020-04-03,Luuk van Dijk,luukvandijk-nl,Fri
1380532,[CANCELLED] Forms x Do Not Sleep with Sidney Charles & Luuk Van Dijk,2020-04-03,Ray Mono,raymono,Fri
1380532,[CANCELLED] Forms x Do Not Sleep with Sidney Charles & Luuk Van Dijk,2020-04-03,Tommy Vercetti,tommyvercetti,Fri
1380532,[CANCELLED] Forms x Do Not Sleep with Sidney Charles & Luuk Van Dijk,2020-04-03,Jamie Roy,jamieroy,Fri
1383369,[CANCELLED] fabric presents Maribou State Launch Party,2020-03-29,Maribou State,mariboustate,Sun
1383369,[CANCELLED] fabric presents Maribou State Launch Party,2020-03-29,Maribou State,mariboustate,Sun
1398472,[CANCELLED] Sundays at fabric: Rave Rabbit with Secret Guest & Alexkid (Live),2020-03-29,Alexkid,alexkid,Sun
1398472,[CANCELLED] Sundays at fabric: Rave Rabbit with Secret Guest & Alexkid (Live),2020-03-29,Peter Pixzel,peterpixzel,Sun
1398472,[CANCELLED] Sundays at fabric: Rave Rabbit with Secret Guest & Alexkid (Live),2020-03-29,On-Off,on-off,Sun
1354106,"[CANCELLED] fabric: DJ Tennis, Krystal Klear & Anna Wall",2020-03-28,DJ Tennis,djtennis,Sat
1354106,"[CANCELLED] fabric: DJ Tennis, Krystal Klear & Anna Wall",2020-03-28,Krystal Klear,krystalklear,Sat
1354106,"[CANCELLED] fabric: DJ Tennis, Krystal Klear & Anna Wall",2020-03-28,Anna Wall,annawall,Sat
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Roni Size,ronisize,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Grooverider,grooverider,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,DJ Rap,djrap,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,DJ Phantasy,djphantasy,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Kenny Ken,kennyken,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Shimon,shimon,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Nicky Blackmarket,nickyblackmarket,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,IC3,ic3,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Ratpack,ratpack,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Billy Daniel Bunter,billydanielbunter,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Uncle Dugs,uncledugs,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Trix,trix,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Philgood,philgood,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,DJ Listener,djlistener,Fri
1341498,[CANCELLED] FABRICLIVE: Moondance Takeover,2020-03-27,Junior Buzz,juniorbuzz,Fri
1389285,[CANCELLED] Sundays at fabric: Sequenz presents Mathame,2020-03-22,Mathame,mathame,Sun
1389285,[CANCELLED] Sundays at fabric: Sequenz presents Mathame,2020-03-22,The Element,theelement,Sun
1389285,[CANCELLED] Sundays at fabric: Sequenz presents Mathame,2020-03-22,In Anima,inanima-fr,Sun
1389285,[CANCELLED] Sundays at fabric: Sequenz presents Mathame,2020-03-22,EarthLife,earthlife,Sun
1354105,"[CANCELLED] fabric: Jeff Mills, Dave Clarke & Sigha",2020-03-21,Jeff Mills,jeffmills,Sat
1354105,"[CANCELLED] fabric: Jeff Mills, Dave Clarke & Sigha",2020-03-21,Sigha,sigha,Sat
1354105,"[CANCELLED] fabric: Jeff Mills, Dave Clarke & Sigha",2020-03-21,Jay Clarke,jayclarke,Sat
1354105,"[CANCELLED] fabric: Jeff Mills, Dave Clarke & Sigha",2020-03-21,Dave Clarke,daveclarke,Sat
1354105,"[CANCELLED] fabric: Jeff Mills, Dave Clarke & Sigha",2020-03-21,IMOGEN,imogen,Sat
1384382,Trance Sanctuary 9th Birthday (Daytime),2020-03-21,Alan Banks,alanbanks,Sat
1384382,Trance Sanctuary 9th Birthday (Daytime),2020-03-21,Mark Landragin,marklandragin,Sat
1384382,Trance Sanctuary 9th Birthday (Daytime),2020-03-21,Amy Wiles,amywiles,Sat
1380529,"[CANCELLED] Forms: Roberto Surace, Cloonee, Sosa & Sorley",2020-03-20,Roberto Surace,robertosurace,Fri
1380529,"[CANCELLED] Forms: Roberto Surace, Cloonee, Sosa & Sorley",2020-03-20,SOSA,sosauk,Fri
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,Laurine,laurine,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,Cecilio,cecilio,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,Christian AB,christianbrowne,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,Quest (IT),questit,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,Truly Madly,trulymadly,Sat
1354102,Picnic 8th Birthday with Laurine & Cecilio (Slow Life) + Christian AB & Quest,2020-03-14,Andy Luff,andyluff,Sat
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,Crissy Criss,crissycriss,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,Bladerunner,bladerunner-de,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,Micky Finn,mickyfinn-uk,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,Aphrodite,aphrodite,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,Nicky Blackmarket,nickyblackmarket,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,Eksman,eksman,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,IC3,ic3,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,Annix,annix,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,Critical Impact,criticalimpact,Fri
1341487,FABRICLIVE: 20 Years of Dance Concept & 10 Years of Multi Function,2020-03-13,D*Minds,dminds,Fri
1388438,Sundays at fabric: Leftback with Giuliano Lomonte,2020-03-08,Giuliano Lomonte,giulianolomonte,Sun
1388438,Sundays at fabric: Leftback with Giuliano Lomonte,2020-03-08,Dudley Strangeways,dudleystrangeways,Sun
1388438,Sundays at fabric: Leftback with Giuliano Lomonte,2020-03-08,Annie Errez,annieerrez,Sun
1388438,Sundays at fabric: Leftback with Giuliano Lomonte,2020-03-08,Luke Black,lukeblack,Sun
1354101,fabric: Enzo Siragusa (All Night Long) & Luigi Madonna (All Night Long),2020-03-07,Enzo Siragusa,enzosiragusa,Sat
1354101,fabric: Enzo Siragusa (All Night Long) & Luigi Madonna (All Night Long),2020-03-07,Luigi Madonna,luigimadonna,Sat
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,Oliver Koletzki,oliverkoletzki,Fri
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,Super Flu,superflu,Fri
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,Aidan Doherty,aidandoherty,Fri
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,Grum,grum,Fri
1371844,"Forms: Oliver Koletzki, Super Flu & Grum",2020-03-06,Stereo Underground,stereounderground,Fri
1354098,fabric: Kruder & Dorfmeister (All Day Long),2020-03-01,Kruder & Dorfmeister,kruder-dorfmeister,Sun
1382173,Sundays at fabric: Traumer (All Night Long),2020-03-01,Traumer,traumer,Sun
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,Craig Richards,craigrichards,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,Binh,binh,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,Margaret Dygas,margaretdygas,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,Hamid,hamid,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,DJ Bone,djbone,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,Umwelt,umwelt,Sat
1348245,"Collisions: Craig Richards B2B Binh, Margaret Dygas & DJ Bone",2020-02-29,Faux Naif,fauxnaif,Sat
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,Total Science,totalscience,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,Bryan Gee,bryangee,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,L-Side,l-side,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,Drumsound & Bassline Smith,drumsoundbasslinesmith,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,MC GQ,mcgq,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,IC3,ic3,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,LowQui,lowqui,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,Artificial Intelligence,artificialintelligence,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,Zero T,zerot,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,DJ Ron,djron,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,Kenny Ken,kennyken,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,2SHY,2shy,Fri
1341485,"FABRICLIVE: Planet V, 20 Years of Aerosoul vs Junglist Movement & Wxmb 2",2020-02-28,Decibella,decibella,Fri
1379000,Sundays at fabric: Rave Rabbit,2020-02-23,AJ Christou,ajchristou,Sun
1379000,Sundays at fabric: Rave Rabbit,2020-02-23,Dexter Kane,dexterkane,Sun
1379000,Sundays at fabric: Rave Rabbit,2020-02-23,On-Off,on-off,Sun
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,Apollonia,apollonia,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,Dan Ghenacia,danghenacia,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,Dyed Soundorom,dyedsoundorom,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,Shonky,shonky,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,Claude VonStroke,claudevonstroke,Sat
1348244,fabric: Apollonia (All Night Long) & Claude VonStroke (4 Hour Set),2020-02-22,Cici,cici,Sat
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,Mood II Swing,moodiiswing,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,Prunk,prunk,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,Chris Stussy,chrisstussy,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,DJOKO,djoko,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,James Dexter,jamesdexter,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,Jaden Thompson,jadenthompson,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,Tommy Vercetti,tommyvercetti,Fri
1366241,"Forms x PIV: Mood II Swing, Chris Stussy & Prunk",2020-02-21,SUCASA,sucasa,Fri
1371827,Sundays at fabric: Decay x Bread and Butter,2020-02-16,Nick Curly,nickcurly,Sun
